Participant ID,ResponseText,Sentiment,Tag 1,Tag 2,Tag 3,Tag 4,Tag 5,Tag 6,Tag 7,Tag 8,Tag 9,Tag 10,Tag 11
77f76052-d479-475b-9f1b-348311394038,"I think AI should give mostly logical and analytical answers, but of course it also needs to know common sense and basic human morality and fairness.",Neutral,When human expertise is necessary,When the topic involves subjective opinions,,,,,,,,,
4e89d382-a2cf-426f-83cd-b1a3fa7e58b1,"I think there are certain topics from which AI should be refrained to make any comments which potentially might disrespect some people. So it’s better to stay away than following something else which is not certain!
",Neutral,Controversial or biased topics,,,,,,,,,,
f3f31420-f546-481f-9980-09036a042dbc,In matters involving human morality.,Neutral,Ethical and moral dilemmas,,,,,,,,,,
9a38deed-9797-46da-a01d-45e30d771476,"In my case, I can't think of anything specific. If I turn to AI, it's because I've already investigated other sources, including human wisdom. What I can say is that when faced with issues that I consider should not be answered, I simply say that those types of issues are not suitable for its response.",Neutral,Other,,,,,,,,,,
aac4d020-f39d-425e-af57-72aaae65a36a,In sensitive personal questions such as love or childrearing.,Neutral,Complex emotional and personal issues,When the topic involves family or relationship advice,,,,,,,,,
550576a2-c0b6-4b75-99ae-2fb6c9407d73,"It should differ when factual information is asked. Everyone looks for facts , data, numbers to justify their belief sytem.",Neutral,Uninformative answer,,,,,,,,,,
f4d13593-5923-4224-9510-bcd0bebb3fea,"Matters of Ethics and Morality, Matters of Community and Culture",Neutral,Community-specific issues,Ethical and moral dilemmas,When the topic involves cultural or societal impact,,,,,,,,
37023d59-a6f6-44fc-a979-7e60a59602d4,Medical issues,Neutral,Medical and health advice,,,,,,,,,,
7182b0f7-eaba-446e-bafe-bdccd9060bed,On the topic of humanistic care,Neutral,Other,,,,,,,,,,
4a05dd83-9984-4074-90b2-93020b83c166,"She must rely on human wisdom when it comes to a subjective topic, which is difficult for a machine to learn.",Negative,When the topic involves subjective opinions,,,,,,,,,,
a3806ce4-b88c-4eb0-88c1-f84da5e83d1d,Something that is consistent with religion or is truly researched.,Positive,Other,Religious and spiritual matters,,,,,,,,,
6ee8cd4e-2deb-4c0c-ba66-d1dc08157ef2,"There are no such thing as “human wisdom” anyway. In terms of community leaders… I think it will be impossible to avoid in some countries, the AI will have to go through a certain amount of censoring.
",Neutral,Uninformative answer,,,,,,,,,,
4eab80a1-8c10-48a0-bb58-b6bd3c416c14,"This depends on how AI defines the classification of questions. For example, if someone asks how to harm or create a major socially harmful event, in this case, AI needs to immediately report it to the terminal programmer to let him know that the person asking the question has the potential to harm society and needs to keep the IP address. In this case, AI should listen to human opinions instead of giving a direct answer.",Neutral,When the topic involves potential harm or danger,,,,,,,,,,
301ca688-3655-48f5-a8ab-a7b00e1a4e43,"This is a rather tricky topic. I think in such cases AI can present both sides of the argument , and let the human decide which side they identify or associate more with

",Neutral,Other,,,,,,,,,,
3b73f9f3-bb63-4b05-a854-a3ea46339060,"This should be done at a time when the user is looking for more information where these extracts, summaries, and other information provided by the AI do not meet what the user is looking for. Here, the user should be redirected to more complex material (articles, books, documents, etc.) or ""source material"" where the research can be continued.",Negative,When AI lacks sufficient information,,,,,,,,,,
b0d265f2-66c7-43f5-bcff-1cf4c3da3213,When accosted with a morality question for instance when asked to assist in committing suicide or on being asked on what is the optimum number of human beings that should exist based on resources,Neutral,Ethical and moral dilemmas,When the topic involves potential harm or danger,,,,,,,,,
d2b4e2f5-f060-4ec7-af96-20598df2a07d,"When asked about political views, religion or hate ",Negative,Religious and spiritual matters,Sensitive political topics,,,,,,,,,
ff706256-0e50-4cdd-893e-41da9fdabb04,"When in context of harm or wrongdoing, AI shouldn't promt or advise humans with answers, instead provide an explanation that it's beyond its capacity and end the discussion. And also historic events and political events should not be disclosed and discussed ",Negative,Sensitive political topics,When the topic involves historical or traditional practices,When the topic involves potential harm or danger,,,,,,,,
8c053b09-de41-4525-86b1-649c4b3d4382,"When it comes to human emotions and mental health, AI should redirect to human wisdom and experts.",Negative,Complex emotional and personal issues,When the topic involves mental health,,,,,,,,,
8439d12c-40de-4988-9af5-c382633f2319,When it comes to religion and beliefs.,Neutral,Religious and spiritual matters,,,,,,,,,,
7033015e-9d1b-421a-b89b-42cb8f59cc08,When it comes to religion or medicine,Neutral,Medical and health advice,Religious and spiritual matters,,,,,,,,,
f3f921cc-c1d2-45de-9102-cac77667f36d,"When it comes to social relationships and social institutions (religion, sexual orientation, gender equality) and emotions, AI should leave this to the wisdom of humans.",Negative,Complex emotional and personal issues,Religious and spiritual matters,When the topic involves social norms or customs,,,,,,,,
2aea5359-f346-4ff5-920e-e02fd72e7681,When it comes to something subjective that may have multiple right scenarios. ,Neutral,When the topic involves subjective opinions,,,,,,,,,,
9f01bbea-2250-44ae-8f4c-527e3b2d1fd6,When it is a sensitive topic.,Neutral,Complex emotional and personal issues,,,,,,,,,,
256a32fa-fba6-44ab-9041-ed52b9db8770,When it is of a sensitive nature - or when it has less to do with logic and more emotion ,Neutral,Complex emotional and personal issues,Situations requiring empathy and emotional intelligence,,,,,,,,,
fe3a74c8-fbab-4225-9ca2-529f23f0f810,When its a major decision that’ll impact life or change ,Neutral,When human expertise is necessary,,,,,,,,,,
1e7d9f82-7a8c-458a-8e79-cfa6b64dcf15,When its answer is wrong or harmful to humans,Negative,When the topic involves potential harm or danger,,,,,,,,,,
215647c0-3a3d-44c8-9505-2bb9a016369a,When making critical decision affecting one's life. ,Neutral,When human expertise is necessary,When the topic is deeply personal,,,,,,,,,
e587a3fb-17c9-49e2-bf15-3c345fe53b47,When recognize something harmful,Neutral,When the topic involves potential harm or danger,,,,,,,,,,
555c6eaf-cb2b-483c-a953-bc00f7557669,"When the information obtained by AI is not updated enough, humans are required to input updated information regularly.",Neutral,When AI lacks sufficient information,,,,,,,,,,
e1bce1ba-9e84-41d7-b71c-82183e76eb9d,When the model provided does not have understanding or faithfully represent reality.,Negative,When AI lacks sufficient information,When the topic involves deep understanding and experience,,,,,,,,,
c7244ec8-6baa-401a-8759-48aed8e126aa,When the topic is about morality or laws. ,Neutral,Ethical and moral dilemmas,Legal and financial guidance,,,,,,,,,
c49da3d9-b749-4ff3-8855-808d4c2d46e9,When the topics gets sensitive and serious.,Neutral,Sensitive political topics,,,,,,,,,,
ea63fcbf-c137-4757-b9cb-96e24894dfb2,"When there is an answer that has already been reached at a good level, and trying to create a similar one doesn't make much sense. It's either that or for specific science topics, maybe the ones where there isn't a general consensus on  certain topics, instead of trying to come up with something out of the box, unless asked, it should try to defer to human wisdom in that case.",Neutral,Controversial or biased topics,When human expertise is necessary,,,,,,,,,
8f4f3cb8-a367-400d-a6cb-860788c8806d,"about politics, any illegal activity, about drugs, to give advice to underage children, it should enquire about age before giving advice",Neutral,Sensitive political topics,When the topic involves potential harm or danger,,,,,,,,,
994c4648-4fec-48ba-8c7f-996798466769,sometimes with ethical issues,Negative,Ethical and moral dilemmas,,,,,,,,,,
00e8cccb-8774-46d9-96fb-98e09b9de2f9,when it concerns things like medical cases. analyzing a sickness,Neutral,Medical and health advice,,,,,,,,,,
7fc38b3f-a94e-4759-b618-1a9f73c260a8,when it involves deep cultural traditions or ethical dynamics,Neutral,Cultural sensitivity and traditions,Ethical and moral dilemmas,,,,,,,,,
0e2be727-f313-4ae1-8aa6-78df2af76207,when the consequences are for many people,Neutral,When human expertise is necessary,,,,,,,,,,
b29d92d4-b605-4832-9a75-0fc3825534b8,"when there are extremely sensitive topics like religious rituals which are followed by many or pronography etc

",Neutral,Religious and spiritual matters,When the topic involves potential harm or danger,,,,,,,,,
2a65c1b2-f3b9-41b8-886d-8c84d77c72be,when you need to understand it from many aspects.,Neutral,Other,,,,,,,,,,
9e9f70f2-b8ff-443f-9e00-40f459f75ab2,AI is required to synthesize human knowledge and therefore compile it and determine in what forms it provides its answers.,Neutral,Uninformative answer,,,,,,,,,,
df50c52e-265d-46f0-8613-920ec69b7454,AI must do its own research and draw its own conclusion based on communication with previous humans and universal values.,Neutral,Other,,,,,,,,,,
fdfd8a59-9f7b-4fa9-b439-be46f08cb752,AI should be aligned with human wisdom and community perspective.,Neutral,When the topic involves community trust and values,,,,,,,,,,
80e94f01-ce89-421f-b77d-979e209b75e7,AI should be speficic in handles issues unlike human beings.,Neutral,Uninformative answer,,,,,,,,,,
6ca4b2be-16bd-44c9-b01b-aab9f4ece540,AI should defer to human wisdom or community leaders only when the nature of the question or queries demands otherwise it should stick to provide its own answers.,Neutral,Other,,,,,,,,,,
7c5fe84d-2346-4ac6-b113-7205489c03a5,AI should defer to human wisdom when there is need to. It should have its own ethics and morals while responding to the prompts of humans or community leaders.,Neutral,Ethical and moral dilemmas,,,,,,,,,,
9a4231e7-5be1-427b-ada7-60667b27a794,"AI should not give human wisdom, human wisdom is subjective and relative. ",Negative,Other,,,,,,,,,,
